Word,Count
darken_params[8],1
psobjs.h,1
#endif//_WIN64,1
Remains,1
Engine,1
ftoutln.h,1
header-file-only,1
face/font,1
src.close(0)),1
FT_MAC_H,1
\emitter,\,1
\`PFR',\,1
U+A840-U+A87F,1
numTextures,1
t1driver.h,1
test/gtx/simd-vec4.cpp,1
@FT_PIXEL_MODE_LCD,1
sl->setActive(,1
TT_MAC_ID_KANNADA,1
U+F900-U+FAFF,1
FT_HAS_HORIZONTAL(,1
FT_Get_CID_Is_Internally_CID_Keyed,1
vert_resolution,1
SupportsICCProfiles,1
astrike,1
maxStorage,1
FT_GASP_DO_GRIDFIT,1
distorts,1
T1_FACE,1
FT_MM_Var,1
===========================================================================,1
sfntpic.h,1
T2_Hints_StemsFunc,1
wonder,1
`unitsPerEm',1
ft_outline_even_odd_fill,1
8859-11,1
\"\*.3ds;*.obj;*.dae"\\,1
\scene,\,1
<sys/types.h>,1
_active_,1
color_ref,1
vertical/horzizontal,1
(componentwise,1
Lua-C,1
false),1
cffparse.h,1
aiProcess_Triangulate,1
FreeImage_Unload,1
using:,1
FT_New_Size,1
Mapping',1
stbi_failure_reason(),1
\(int)gzseek(file,\,1
targetTextureUnit,1
@FT_Encoding),1
@FT_LCD_FILTER_DEFAULT,1
U+31BF,1
__AFHINTS_H__,1
5e),1
format_id),1
CharMap,1
FT_Raccess_Guess,1
Opens,1
FT_Set_Renderer,1
@FT_Stroker_ExportBorder,1
\Lao,\,1
CFF_IndexRec,1
`FT_OPEN_MEMORY',1
\prop,\,1
Duration,1
pad,1
destinations,1
FT_HAS_COLOR(,1
list-cache,1
PRETRANSFORMVERTICES,1
RGBdivA2,1
Turkish,1
IL_NO_BLP,1
then),1
importing,1
`get_service',1
ft_render_mode_xxx,1
architecture,1
U+1D400-U+1D7FF,1
#aiExportScene(),1
face::,1
__glxew_h__,1
ZIP,1
pre-multiplied,1
q1,1
Blank,1
aiProcess_ConvertToLeftHanded,1
flexibility,1
buffer_max,1
\ligatures,\,1
__CIDLOAD_H__,1
test/core/type_mat2x3.cpp,1
decls,1
Coefficients,1
why),1
FT_Driver,1
\procedure,\,1
__T1DECODE_H__,1
test/core/core_func_swizzle.cpp,1
__OTVALID_H__,1
distracting),1
simulations,1
FT_STROKER_LINECAP_SQUARE,1
OTOH,1
Symbols-B,1
TT_MAC_ID_MALDIVIAN,1
shuffle,1
types.h,1
problem,1
`cos(angle)',1
smoke->setMaterial(,1
\subset,\,1
U+1760-U+177F,1
__CIDOBJS_H__,1
\"\field_128_cube_uc.dds"\;\,1
49,1
@params,1
68,1
xx,1
test/gtx/string_cast.cpp,1
\"\png"\\,1
my_object;,1
mFaces,1
bytes):,1
x*yx,1
TT_MAC_ID_TELUGU,1
-DLUA_USE_DLOPEN.),1
subtleties,1
flushed;,1
180,1
Supply,1
(needed?),1
a),1
Direct3D-based,1
format:,1
example..,1
\subpath,\,1
appreciated,1
\FT_Outline.{n_contours,n_points}\,1
pauses,1
0x00),1
0x080C,1
`max_faces',1
FT_XFREE86_H,1
(minus~1),1
`load_kerning',1
@FT_List_Add,1
ftraster.h,1
28,1
FT_SERVICE_ID_XXXX,1
3DGS),1
float's,1
cube1->setPosition(,1
rotated?'-flag,1
Throwing,1
\directives,\,1
TT_SBit_RangeRec,1
__FTLIST_H__,1
Finds,1
71,1
max_advance_height,1
Parameters,1
case:,1
`swapped,1
test/gtx/gtx_integer.cpp,1
#aiComponent,1
FT_Stream_CloseFunc,1
@TT_MAC_ID_XXX,1
tree2->translate(,1
occurs:,1
aiMatrix4x4::Decompose,1
+------<-----+,1
OrigLength,1
whatsoever,1
\PUC-Rio,\,1
U+2C00-U+2C5F,1
*new*,1
MAT4(,1
os2,1
FT_VALIDATE_APPLE,1
\lualib.h,v\,1
`lsb'),1
1.05,1
GLUT_XLIB_IMPLEMENTATION=11,1
\(U+E0100-U+E01EF),\,1
(proper),1
\inflate),\,1
support),1
item_name,1
<tt>#AI_CONFIG_PP_DB_THRESHOLD</tt>,1
`*p_transform',1
Setters,1
Aliases,1
\FT_Err_Ok,\,1
\stbi_load(filename,\,1
test/gtx/vector_angle.cpp,1
#aiScene::mFlags</li>,1
(proj.y,1
\GL_FRAMEBUFFER_ATTACHMENT_TEXTURE_CUBE_MAP_FACE,\,1
U+10000,1
glyph_indices,1
FT_ANGLE_PI4,1
deflateSetDictionary),1
FT_COMPONENT,1
U+2D30-U+2D7F,1
`tail',1
LUA_NUMBER_SCAN,1
\"\VeraMoBI_sdf.png"\;\,1
specularmaps,1
verifications,1
\validator,\,1
xMax_Extent,1
ftbbox.h,1
\4),\,1
\(TT_PLATFORM_MICROSOFT,\,1
defined(MACOSX),1
v.yy,1
FT_Stroker_ParseOutline,1
PS_Parser,1
(u,1
yMax,1
\maps,\,1
len/nlen,1
pattern-matching,1
sbits,1
aiGetMaterialXXX(),1
jpegs,1
FTC_BasicFamily,1
nth,1
POINT,1
\glm::Y,\,1
ft_glyph_bbox_xxx,1
(GetDC(hWndSelectedWindow),1
accommodate,1
ttgload.h,1
FT_Set_Debug_Hook,1
\headers,\,1
`Passport,1
DirectWrite,1
@FT_List_Insert,1
__PNGSHIM_H__,1
convoluted,1
`freetype.h',1
sizeof(aiUVTransform),1
76543210,1
Credits,1
language_id,1
redirection,1
wall->setMaterial(,1
coresponding,1
begginning,1
darkening-parameters,1
U+04FF,1
warranty,1
supression,1
U+1EFF,1
combines,1
98,1
`a,1
\A(1,\,1
pixmap's,1
`trace_any',1
(FT_MULTIPLE_MASTERS_H),1
aiProcess_FixTexturePaths,1
cam,1
auto-fitter;,1
U+FB50-U+FDFF,1
rfc1951.txt,1
\FreeImage_LockPage,\,1
dwPitchOrLinearSize,1
pshpic.h,1
(u-(u%1))%2,1
ft_glyph_format_bitmap,1
ascent,1
LUA_COMPAT_GETN,1
v),1
transient,1
@FT_CharMap,1
aftypes.h,1
my_node_free,1
1.216,1
test/core/type_float.cpp,1
y_pos_buffer_length,1
TRUE;,1
\(mem,\,1
hosting,1
stemDarkened,1
(hardcoded),1
errors.<br>,1
FT_PARAM_TAG_XXX,1
format_20,1
BC++,1
Version~35,1
0.90,1
cube2->scaleAll(,1
\Lucido,\,1
@FT_CID_H,1
Service,1
\CSP,\,1
0.40f,1
FT_SIZE_REQUEST_TYPE_NOMINAL,1
LUAI_INT32,1
`units_per_EM'),1
FIR,1
`IFIMETRICS',1
`script.fon',1
__FTCMRU_H__,1
gindex:,1
TT_Get_Metrics_Func,1
#AI_MAX_FACES,1
\Swizzle,\,1
\MyFamily,\,1
FT_Set_Transform(),1
ftsnames.h,1
among,1
\Lemberg,\,1
.exe),1
`ymax',1
\recomputed,\,1
1],1
ratio;,1
@FT_TrueTypeEngineType,1
reverse,1
`fpgm',1
one-material-per-mesh,1
NULL:,1
svprop.h,1
U+2440-U+245F,1
\@FT_GLYPH_FORMAT_OUTLINE,\,1
shortage,1
DataB,1
neighbour,1
FT_USE_PFR,1
#AI_MATKEY_SHININESS_STRENGTH,1
Truetype,1
'ASSIMP_DLL',1
BITMAPS,1
cmap_size,1
16..19,1
<internal/...>,1
expression's,1
Hi,1
(It's,1
sizeof(aiUVTransform);,1
2000-03-10,1
T1_Blend_Flags,1
Jpeg,1
non-RLE,1
core_api,1
sbit_scales,1
\digits,\,1
\loader,\,1
test/gtx/rotate_vector.cpp,1
triple,1
IL_NO_DCX,1
\500,\,1
\glutSetKeyRepeat,\,1
cidobjs.h,1
ILBM),1
y*yy,1
_x4,1
AI_CAMERA_H_INC,1
Incremental,1
__TTNAMEID_H__,1
`bitmap->pixel_mode',1
U+2100-U+214F,1
`af_blue_strings',1
<tt>#AI_CONFIG_PP_ICL_PTCACHE_SIZE</tt>config,1
weirdos,1
__CFFTYPES_H__,1
\long"\)\,1
@FT_Size_Request_Type,1
SourceColor*1,1
stream;,1
retrieves,1
U+AC00,1
sharpness,1
@FT_Kerning_Mode,1
glyph_delta,1
\@FT_ORIENTATION_POSTSCRIPT,\,1
\2001-2004,\,1
gcc-3.4.1,1
Walk,1
@FT_ENCODING_WANSUNG,1
\slanting,\,1
\equation,\,1
\plugin,\,1
U+FE10,1
HiWord-Height,1
TT_Instance,1
Mesh,1
\dequantizing-IDCT,\,1
Ogham,1
descending,1
CG,1
synthesizer,1
(composited,1
rastpic.h,1
\{0xffffffffffffffff,\,1
request_size,1
\routines,\,1
tree5->translate(,1
cg,1
FT_USE_CFF,1
\then,\,1
declarative,1
submodules),1
test/core/type_mat3x4.cpp,1
forget_glyph_frame,1
@FTC_SBitCache_New,1
resulted,1
operator(),1
lua_number2str,1
survive,1
gx_validation,1
TT_INTERPRETER_VERSION_38,1
Hinter,1
finalizes,1
`no-stem-darkening',1
U+30A0-U+30FF,1
pshalgo.h,1
Focus,1
FT_DEFINE_MODULE,1
#aiDefaultLogStream,1
U+1FFF,1
LUAI_MAXCALLS,1
`ttinst1.doc'),1
LUAI_UMEM,1
12~(segmented,1
o,1
U+2D80-U+2DDF,1
oblique,1
rasterizer),1
FT_Sfnt_Tag,1
\FreeImage_SetOutputMessage,\,1
(ttmtx.c),1
\HintMask,\,1
\cp1252),\,1
FTC_GNodeClass,1
FT_IMAGE_TAG(,1
freeglut.h,1
<tt>#AI_CONFIG_PP_SLM_VERTEX_LIMIT</tt>,1
afont_info,1
.HDR,1
0.99999,1
__TTERRORS_H__,1
x-height),1
GL_TEXTURE_MIN_FILTER,1
FT_Outline_Render(),1
texturepath,1
spelling,1
aiPostProcessSteps,1
GDEF_table,1
`docs/CUSTOMIZE',1
Z_DEFAULT_STRATEGY,1
FT_ENCODING_MS_WANSUNG,1
\FT_Face,\,1
</li>Ignore,1
\remove,\,1
misrepresented,1
looser,1
face->format_tag,1
face->size,1
\glutInitDisplayString,\,1
//fix,1
transitional,1
<pushpack1.h>,1
.xpm,1
FT_Stream_ReleaseFrame(),1
FT_Face_GetVariantSelectors,1
`weak,1
TT_Loader_EndGlyphFunc,1
5b),1
FT_Vector_Polarize,1
orthogonal,1
\@FT_LOAD_VERTICAL_LAYOUT,\,1
`cf2_hintmap_build',1
__PCFREAD_H__,1
TT_MAC_ID_LAOTIAN,1
@FT_Raster_Funcs,1
p.y,1
sky->color,1
FT_WinFNT_ID_CP1255,1
)),1
m,1
FT_MM_Axis,1
\MSDOS,\,1
xxxxxxes,1
\GL_ONE,\,1
application-specific,1
italic,1
\taste,\,1
`valid',1
#aiTextureFlags_UseAlpha,1
fttrigon.h,1
\"\colour"\\,1
GENUVCOORDS,1
Resets,1
base:,1
errors),1
IL_NO_RAW,1
\#MultiByteToWideChar(),\,1
is~4,1
height',1
`face->charmap',1
FT_ENCODING_MS_GB2312,1
Cb,1
lf.<format>,1
0',1
insensitive,1
TT_MS_ID_GB2312,1
Mac's,1
`cf2blues.h',1
__FTADVANC_H__,1
gindex;,1
'C54x),1
D1.w);,1
SOIL_FLAG_CoCg_Y,1
Give,1
inversion,1
\hit,\,1
ftpic.h,1
rastpic.c,1
advance),1
FT_RASTER_FLAG_CLIP,1
unfiltered,1
entry--this,1
@FT_FACE_FLAG_XXX,1
Based,1
\cameras,\,1
Jump,1
(dont't,1
rasterizing,1
<hr>Searches,1
ascending,1
\CALLBACK,\,1
course!),1
\addition,\,1
64bit),1
ftserv.h,1
devices),1
FT_VALIDATE_mort,1
damage,1
svwinfnt.h,1
\chars,\,1
\"\<spotName>.Target"\\,1
(define),1
U+0400-U+04FF,1
SourceColor*SourceAlpha,1
\n,\,1
LUA_PROMPT,1
tan,1
U+1700-U+171F,1
FT_GetFilePath_From_Mac_ATS_Name,1
0y|0y,1
half-translucent,1
unsure,1
system),1
cube->move(,1
\128K,\,1
\2009-2011,\,1
(ttsbit.c),1
Shift,1
UVW,1
fXXXX,1
\#aiMeshAnim,\,1
basepic.h,1
(left-most),1
(`hmtx'),1
__TTLOAD_H__,1
3->4;,1
1.0f),1
deferred,1
my_funcs;,1
live,1
`size->face',1
U+1F00-U+1FFF,1
TT_MAC_ID_TAMIL,1
@FT_Orientation),1
\doubt,\,1
<--Y2K,1
companion,1
recorders,1
most-significant,1
121,1
y_ratio),1
todo:,1
Declaration,1
109,1
\@TT_PLATFORM_XXX,\,1
Z_BINARY),1
tightness,1
AF_CONFIG_OPTION_USE_WARPER,1
FGAPI,1
FT_Trace_Get_Count,1
FT_Size_RequestRec,1
`s',1
SOIL_create_OGL_texture(),1
Repository,1
\smoothed,\,1
\2002-2005,\,1
aiOrigin,1
\16-bit,\,1
SORTBYPTYPE,1
links,1
\call),\,1
Cleanup,1
Optical,1
__FTRASTER_H__,1
\("\wb9"\)\,1
Making,1
Shortcut,1
__FTXF86_H__,1
COVERAGE,1
GLUT_NO_LIB_PRAGMA,1
\2012),\,1
right-side,1
Nested,1
pl1,1
0));,1
spherical),1
Own,1
FT_Outline_GetOutsideBorder,1
boost::threads,1
attaches,1
Esfahbod,1
U+12400-U+1247F,1
Targa,1
TT_MAC_ID_SINHALESE,1
T2_Hints_MaskFunc,1
__CF2STACK_H__,1
`maxCompositePoints',1
`bordered',1
ghost,1
color-fringes,1
pEngine->skybox,1
cffcmap.h,1
FT_TRACE,1
U+A700-U+A71F,1
Slot,1
'clone.tif',1
8859-8,1
`lua_call',1
heaps,1
FT_DEFINE_ROOT_MODULE,1
\widths,\,1
y_offset,1
Entry/exit,1
camera.h,1
font_program,1
dlopen),1
`lenIV',1
private_dict,1
reconstruct,1
Details,1
`bottomZone',1
\Moreover,\,1
FT_HAS_MULTIPLE_MASTERS(,1
FT_WinFNT_ID_XXX,1
FT_Activate_Size,1
__FTSMERRS_H__,1
(down,1
FT_Orientation,1
ttsbit.h,1
@TT_PLATFORM_APPLE_UNICODE,1
Weight,1
foo,1
glm::findMSB(i));,1
`path',1
\"\FT:src/base/ftinit.c"\\,1
particleman@mollyrocket,1
`FT_Load_Glyph'>,1
changed:,1
strm-adler,1
Monitor,1
Stuart,1
__AFGLOBAL_H__,1
lua_saveline,1
lib/gcc-lib/ppc-morphos/2.95.3/include/syslimits.h,1
*before*,1
`FT_Err_Invalid_File_Format',1
72,1
_second_,1
Booya,1
lines_,1
1.667px:,1
+z,1
@FT_BEGIN_HEADER,1
lseek(2);,1
9/26/10,1
effects,1
Low,1
newline,1
cf2stack.h,1
@FT_FACE_FLAG_HINTER),1
(input,1
Formats\endlink,1
FT_Incremental_FuncsRec,1
two-sided,1
ilutD3D9MipFunc(ILuint,1
<inttypes.h>,1
deflateInit2(),1
U+3000,1
subdirectory,1
PCL,1
0x047f,1
__FTOTVAL_H__,1
-.4),1
gzputs,1
anims,1
gzipped,1
`face_flags',1
@FTC_ImageTypeRec,1
threshold),1
hexadecimal,1
skins,1
\skeletons,\,1
1-component,1
`delta',1
NO_MEMCPY,1
\compiler,\,1
\"\field_128_cube.dds"\;\,1
840364,1
Ulrich's,1
Stencil,1
\"\-screenshot.dds"\;\,1
\Vista,\,1
num_bits)-256,1
ClosePath,1
\x-axis,\,1
lua_freeline,1
\BMP,TGA\,1
'.xmp',1
Behdad,1
aiString::Set(const,1
\analyzer,\,1
2;,1
margin,1
way*;,1
2010-2012,1
\'triangle',\,1
\discarded,\,1
ft_glyph_bbox_unscaled,1
stack-allocated,1
@FTC_Property_Set,1
\FT_RENDER_MODE_NORMAL,\,1
realloc),1
scanned,1
top-left-most,1
Cursive,1
FT_Property_Get;,1
(gzip,1
FT_CFF_HINTING_ADOBE;,1
\B,\,1
block--see,1
\solution,\,1
\&face->slot->outline,\,1
Want,1
TT_MAC_ID_TRADITIONAL_CHINESE,1
\hstems,\,1
\color/coverage,\,1
U+10A0-U+10FF,1
misspelled,1
Spherical,1
CW,1
U+10190-U+101CF,1
num_subglyphs,1
SUBTABLES,1
GX_TupleIndexFlags,1
`owned',1
PSHinter,1
FT_Get_Next_Char(,1
FT_PIXEL_MODE_LCD_V,1
FT_ORIENTATION_FILL_RIGHT,1
\framebuffer,\,1
CCW,1
.blp,1
tex2.png,1
2012-05-02,1
placement,1
morx,1
consumption,1
\"\standard"\\,1
\per-se,\,1
'black',1
top-sb,1
.iff,1
table_length,1
styles;,1
ftsystem.h,1
U+20000,1
\appropriately,\,1
Silicon,1
__SVPFR_H__,1
Glagolitic,1
\boundary,\,1
TT_ISO_ID_7BIT_ASCII,1
intersets,1
\[-1,1]\,1
//#endif,1
Nicolas,1
Destroys,1
FT_VALIDATE_OTXXX,1
`hinted',1
(instead,1
pfrload.h,1
sorted,1
\versions,\,1
\Korean,\,1
\anti-aliased,\,1
ftgzip.h,1
SVN,1
unevaluated,1
cap-height,1
per-node,1
u.atom,1
legibility,1
\b,\,1
glyph-to-script,1
successfully;,1
(XSI),1
400,1
aiDefines.h,1
include/IL/config.h,1
user-friendly,1
uv's,1
y:,1
index_format,1
U+1D300,1
`*.pcf.bz2',1
53,1
computing,1
\FSRef,\,1
remain,1
DECODER,1
`ttc,1
III,1
svsfnt.h,1
SDK),1
U+0980-U+09FF,1
small),1
TT_ADOBE_ID_STANDARD,1
FT_ANGLE_PI2,1
U+2070,1
IL_NO_HDR,1
dissociated,1
sl->isActive(),1
HAVE_STDLIB_H,1
@FT_LOAD_DEFAULT),1
buttons,1
3376260,1
__AFBLUE_H__,1
triplets,1
1.15,1
test/core/type_vec3.cpp,1
`items',1
(`OS/2'),1
sn.exe,1
fixed-sizes,1
\sceneRoot,\,1
\__declspec(dllimport),\,1
Tagalog,1
ILU_FILTER_LAPLACIAN2,1
_if_,1
\upgrade,\,1
`pt3',1
\Courier,\,1
\coords,\,1
U+F0000-U+FFFFD,1
\Comments,\,1
outwards,1
\zfree,\,1
ZLIB_VERSION,1
@enum,1
2.3,1
TT_MAC_ID_GREEK,1
2-256,1
size;,1
lightCube->scaleAll(,1
(Lua,1
0.30f,1
Transform:,1
32..255,1
tool,1
even-odd,1
unpatented_hinting,1
TYPE-SPECIFIC,1
Control,1
test_floor_log2();,1
12:50:13,1
beveled,1
.tiff,1
library.),1
maxFunctionDefs,1
Audio,1
\feature,\,1
\avail_out),\,1
Unompressed,1
procedures:,1
(they,1
param,1
cpXXXX,1
set:,1
Barret,1
global_hints,1
U+02AF,1
GLUT_API_VERSION,1
#aiReleaseExportBlob(),1
file.),1
__FTBASE_H__,1
my_node_remove_faceid,1
2.0f)));,1
STRICTLY,1
eof,1
`src/cache/ftbasic.c',1
\scan,\,1
(ttbdf.c),1
0.4px,1
FT_Raster_DoneFunc,1
FT_Get_Multi_Master,1
FT_Get_Module_Interface,1
\"\darkening-parameters"\,\,1
maxTwilightPoints,1
\hard-coded,\,1
\monochrome,\,1
FT_GetFile_From_Mac_ATS_Name,1
Properly,1
Ranges,1
\ASCII,\,1
\"\EWUDNS"\)\,1
\Converts,\,1
invariant,1
words),1
Windows~98;,1
FTC_GCache_Lookup,1
`coords[1]',1
endian),1
(everything,1
FT_RENDER_MODE_NORMAL,1
U+D7FF,1
Flexible,1
__glut_h__,1
FT_STREAM_SEEK(offset),1
forever,1
Getting,1
U+07C0-U+07FF,1
WinFNT,1
YCbCr,1
counterpart,1
inaccuracies,1
mNumMeshChannels,1
`linearHoriAdvance',1
99%,1
unique;,1
\4bpp,\,1
Real-time,1
FT_WinFNT_ID_MAC,1
tightly,1
`Lookup()',1
__FTGRAYS_H__,1
Codeweavers,1
Prototype,1
Decompresses,1
TT_xxx,1
_all_,1
(0|0),1
fields:,1
ASSIMP_BUILD_NO_EXPORT,1
LUAI_MAXNUMBER2STR,1
(back)slash,1
33,1
\pass,\,1
Rewinds,1
__GXVMORX_H__,1
Sinhala,1
freeglut_ext.c,1
AssimpView,1
lacking,1
done_slot,1
Custom,1
.gz,1
@FT_VALIDATE_GXXXX,1
std::vector<Shadow*>,1
ft_pixel_mode_xxx,1
240,1
Degenerate,1
disclaim,1
DM642),1
convert/grid-fit,1
TT_ADOBE_ID_XXX,1
workflow:,1
(204),1
\convention,\,1
sferrors.h,1
FAKK2,1
typecase,1
point-size,1
FT_LibraryRec,1
`DOS,1
FT_USE_RASTER,1
@FT_CONFIG_OPTION_INCREMENTAL,1
string_pool,1
2.4.0,1
\adds,\,1
FTC_ImageCache_LookupScaler,1
@FT_OPEN_PARAMS,1
SizeOfData,1
OT,1
(foreground),1
__SVPOSTNM_H__,1
\@FT_Render_Glyph,\,1
v.stp;,1
Gill,1
aiGetMaterialInteger[Array](),1
\glutWindowStatusFunc,\,1
FT_Matrix_Multiply_Scaled,1
FT_Module_Destroyer,1
.pcd,1
tediously,1
Hold,1
15),1
LETTER,1
FT_Data,1
oriented,1
Postscript-specific,1
0x1F,1
U+0C80-U+0CFF,1
gzprintf,1
@FT_STROKER_BORDER_LEFT,1
codes:,1
`Times,1
([fgca]var),1
SEEK_CUR,1
Oren-Nayar,1
face->slot->format,1
Unix/X11),1
\4,8,16,24,32-bit\,1
\baselines,\,1
_always_,1
Kerning,1
FTC_FaceIDs,1
debug-related,1
\@FT_GLYPH_FORMAT_BITMAP,\,1
ETen,1
fixed-function,1
45.0f,1
(alloc,1
\Cyrillic,\,1
trailing,1
@FT_AUTOHINTER_SCRIPT_XXX,1
FT_SIZE_REQUEST_TYPE_BBOX,1
y*xy,1
aiGetMaterialString(),1
conic_to,1
Annotation,1
FT_Stream_ExtractFrame),1
`pitch',1
FT_BEGIN_HEADER,1
\glm::Z,\,1
instruct,1
black),1
<poppack1.h>,1
module_requires,1
arrow,1
deflate2,1
Syllabics,1
`truetype',1
#aiLoaderFlags,1
spaces,1
light.h,1
anotherMaterialToBeKept,1
Mahjong,1
glyph_name,1
fopen,1
500,1
Whenever,1
__TTTABLES_H__,1
\runtime),\,1
immediate,1
.fnt|.fon,1
nevertheless,1
postprocess.h,1
(DLL),1
@T1_Hints_CloseFunc,1
cffpic.h,1
amanager,1
cube2->translate(,1
darken_params,1
awesome,1
\_mm_shuffle_ps(Src,\,1
\Error."\,\,1
GLOBALS,1
test/gtc/type_ptr.cpp,1
ft_glyph_format_outline,1
:-),1
@c,1
nVidia/AMD,1
aiComponent_COLORn(N),1
aiPrimitiveType_LINE|aiPrimitiveType_POINT,1
single-sided),1
embedded-bitmap,1
CPP-API:,1
\glColorMaterial(GL_FRONT_AND_BACK,\,1
\environments,\,1
string's,1
selecting,1
\glm::nlz(i),\,1
Converter,1
Gzip-specific,1
\letter,\,1
consumer,1
pcfread.h,1
.gif,1
axis-angle,1
(`best',1
\fond,\,1
curpos,1
FT_HAS_GLYPH_NAMES(,1
gzgets,1
5d),1
`feat',1
union.),1
debuger,1
Fabian,1
including),1
__TTMTX_H__,1
notes,1
Loader/Saver,1
#AI_CONFIG_PP_ICL_PTCACHE_SIZE,1
U+1B000,1
(T2_Face),1
__attribute__((deprecated)),1
Importer::GetMemoryRequirements(),1
confused,1
FT_LCD_FILTER_H,1
*plugin),1
21,1
`nodes',1
_bucket,1
tree4->translate(,1
swizzle(glm::vec4,1
\B1.z,\,1
menus,1
0x10],1
involving,1
Windows',1
@FT_Bool,1
hglrc,1
\page,\,1
entries),1
Perl,1
WinAPI,1
0.15f,1
FT_StrokerBorder,1
diffFinal,1
__AFCJK_H__,1
TT_PLATFORM_ISO,1
strlcpy(),1
`vector',1
insertion,1
OutputDebugString,1
colro,1
them),1
`morx',1
FT_HAS_FIXED_SIZES(,1
tt_size_reset()),1
(ttinterp.c),1
CD,1
`map.buffer',1
'out_stride',1
<dhoo@flash.net>,1
FT_WinFNT_Header,1
design',1
`font,1
sp1,1
0xDEADBEEF,1
ftraster.c,1
stbi_hdr_to_ldr_gamma(2.2f);,1
360.0f,1
`FOO',1
\2048,\,1
`EBSC',1
FT_Err_Table_Missing,1
IL_NO_MDL,1
Type1/Type2,1
@FT_Set_MM_Blend_Coordinates,1
err_msg;,1
expert,1
FT_ModuleRec,1
(StdVW),1
gray-scale,1
`vstem',1
\Else,\,1
*Hinting*,1
third-party,1
(CCW),1
`throwing',1
FT_Get_WinFNT_Header,1
SOIL_FLAG_COMPRESS_TO_DXT:,1
Types\endlink,1
auto-hinted,1
this->renderer->resize(,1
disk-based,1
\`cf2_hintmap_build',\,1
`as,1
hinting_engine,1
\0x100,\,1
FT_USE_AUTOFIT,1
\@FT_ORIENTATION_TRUETYPE,\,1
transform_glyph,1
style_name,1
exporter,1
!defined(STDC),1
showed,1
\"\wb1h"\\,1
Symbol,1
t42error.h,1
ttcmap.h,1
FLIPWINDINGORDER,1
`entry,1
FT_Span,1
glGenTextures(),1
C/C++,1
client-provided,1
feat,1
LUA_QL,1
precedence,1
asian,1
cleanup;,1
Independently,1
`gaspFlag',1
FT_OUTLINE_H,1
GL_TRIANGLES,1
http://nehe.gamedev.net/,1
FT_Module_Creator,1
*senseless*,1
symmetrical_smoothing,1
\"\scripts\\scene2.lua"\\,1
lamp,1
normal),1
\"\freeglut"\\,1
GLUT_XLIB_IMPLEMENTATION=15,1
FreeImagePlus.cpp,1
mask<(int(W),1
reloading,1
\claimed,\,1
Multi-touch/multi-pointer,1
decides,1
wchar_t,1
(blue,1
@FT_SpanFunc,1
Minimization,1
suppression,1
*engine*,1
Context-related,1
re-opening,1
pcfutil.h,1
afglobal.h,1
FINALIZED!),1
FT_IMAGE_H,1
num_modules,1
GENFACENORMALS,1
Dicionaries,1
\72,\,1
`reset'),1
smoke->setParticleNum(,1
__SFNT_H__,1
(intentionally),1
non-interlaced,1
ATARI_H,1
TT_LongMetricsRec,1
LANGUAGE,1
console,1
FT_AutoHinter_GlobalDoneFunc(),1
LUA_PATH_MARK,1
\TT_Size,\,1
\PFR,\,1
U+3040-U+309F,1
-not-,1
(great,1
AI_CONFIG_PP_SLM_TRIANGLE_LIMIT,1
svgldict.h,1
OpenGL/GLX,1
\X>(glm::vec4(1.0f,\,1
<compute,1
charstrings;,1
designer,1
\charcode,\,1
Phoenician,1
`afm_data',1
Certain,1
Down,1
aiMaterial::Get(),1
\aiQuaternion&,\,1
bearing'),1
RTTI,1
FT_GLYPH_BBOX_SUBPIXELS,1
\triangle0[1],\,1
FT_Stroker_New,1
FT_AUTOHINTER_SCRIPT_NONE,1
\FT_GlyphSlot,\,1
`ttobjs.h',1
\bdf.h,v\,1
taste),1
else:,1
TT_PLATFORM_XXX,1
(RFC,1
critical,1
\{0xffffffff,\,1
TT_Load_Strike_Metrics_Func,1
`params.source',1
(Most,1
\UTF-8,\,1
std::nothrow_t,1
file(s),1
t1types.h,1
Decrement,1
8bpp,1
cmap),1
\stbi_load_from_file,\,1
TT_Set_SBit_Strike_Func,1
insecure),1
x*xx,1
gxvcommn.h,1
-0.92,1
7/24/96,1
'step',1
(ftinit.c),1
smooth-lcdv,1
75,1
TT_MAC_ID_KOREAN,1
point;,1
\filters,\,1
look-at,1
asset),1
pcfdrivr.h,1
FT_VALIDATE_PARANOID,1
\`emitters',\,1
pFS,1
avector,1
FTC_GNode_Compare),1
atoms,1
FT_OpenType_Validate,1
indices),1
U+24FF,1
aiLight,1
Solely,1
X/Darwin,1
subsetting,1
__BDF_H__,1
Minnaert-Shading,1
Multi-PCX,1
counterparts,1
FT_Bitmap_Embolden,1
\`monospace',\,1
Delay,1
\erect,\,1
Subsequent,1
http://sourceforge.net/mailarchive/forum.php?thread_name=CABcAi1hw7cr4xtigckaGXB5X8wddLfMcbA_rZ3NAuwMrX_zmsw%40mail.gmail.com&forum_name=freeglut-developer,1
\Actually,\,1
Specials,1
viceversa,1
1000.0f,1
move_to,1
FT_AutoHinter_GlyphLoadFunc,1
cover,1
U+2070-U+209F,1
\(pathname,face_index)\,1
LUA_COMPAT_LOADLIB,1
`fake',1
U+4DFF,1
Presence,1
\@TT_ISO_ID_XXX,\,1
(#0),1
30,1
FTC_GQUERY(myquery).family,1
U+A000-U+A48F,1
prop),1
TT_APPLE_ID_UNICODE_1_1,1
PROCESSING,1
test/gtc/reciprocal.cpp,1
