File,Function,LOC,SLOC-P,SLOC-L,MVG,BLOC,C&SLOC,CLOC,CWORD
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\Texture.cpp,Demx::Texture::bindTexture( GLenum textureUnit ) const,4,4,4,0,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\Texture.cpp,Demx::Texture::releaseTexture(),3,3,3,0,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\Token.cpp,"Demx::Token::Token(TokenType type, std::string value)",3,3,3,0,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\Token.cpp,Demx::Token::operator==(const Demx::Token& token),2,2,2,1,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\Update.cpp,Demx::Renderer::update(),53,39,27,4,9,0,5,22,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\WaveSimultation.cpp,"Demx::WaveSimultation::WaveSimultation(GLint size, GLfloat speed, GLfloat modifier, GLfloat divisor)",9,7,7,0,2,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\WaveSimultation.cpp,Demx::WaveSimultation::~WaveSimultation(GLvoid),1,1,1,0,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\WaveSimultation.cpp,Demx::WaveSimultation::init(),14,12,8,3,2,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\WaveSimultation.cpp,Demx::WaveSimultation::setSpeed( GLfloat speed ),2,2,2,0,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\WaveSimultation.cpp,Demx::WaveSimultation::setModifier( GLfloat modifier ),2,2,2,0,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\WaveSimultation.cpp,Demx::WaveSimultation::setDivisor( GLfloat divisor ),2,2,2,0,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\WaveSimultation.cpp,Demx::WaveSimultation::onStartDraw( Demx::Shader* program ),4,4,4,0,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\Win32.cpp,"WndProc( HWND hWnd, UINT uMsg, WPARAM wParam, LPARAM lParam)",18,14,9,4,2,0,2,8,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\Win32.cpp,"WinMain( HINSTANCE hInstance, HINSTANCE hPrevInstance, LPSTR lpCmdLine, int nCmdShow)",75,61,41,10,13,0,1,5,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\Window.cpp,Demx::Window::Window( HINSTANCE hInstance ),2,2,2,0,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\Window.cpp,Demx::Window::~Window(void),2,1,1,0,1,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\Window.cpp,Demx::Window::getInstanceHandle(),2,2,2,1,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\Window.cpp,Demx::Window::getDeviceContext(),2,2,2,1,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\Window.cpp,Demx::Window::getRenderContext(),2,2,2,1,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\Window.cpp,Demx::Window::getWindowHandle(),2,2,2,1,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\Assimp\samples\SimpleTexturedOpenGL\SimpleTexturedOpenGL\src\model_loading.cpp,createAILogger(),12,5,5,0,3,0,4,33,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\Assimp\samples\SimpleTexturedOpenGL\SimpleTexturedOpenGL\src\model_loading.cpp,destroyAILogger(),3,2,2,0,0,0,1,7,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\Assimp\samples\SimpleTexturedOpenGL\SimpleTexturedOpenGL\src\model_loading.cpp,logInfo(std::string logString),3,2,2,0,0,0,1,8,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\Assimp\samples\SimpleTexturedOpenGL\SimpleTexturedOpenGL\src\model_loading.cpp,logDebug(const char* logString),3,2,2,0,0,0,1,8,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\Assimp\samples\SimpleTexturedOpenGL\SimpleTexturedOpenGL\src\model_loading.cpp,Import3DFromFile( const std::string& pFile),28,20,14,5,4,0,4,28,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\Assimp\samples\SimpleTexturedOpenGL\SimpleTexturedOpenGL\src\model_loading.cpp,"ReSizeGLScene(GLsizei width, GLsizei height)",16,11,9,1,4,7,1,37,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\Assimp\samples\SimpleTexturedOpenGL\SimpleTexturedOpenGL\src\model_loading.cpp,LoadGLTextures(const aiScene* scene),105,63,51,10,22,17,20,188,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\Assimp\samples\SimpleTexturedOpenGL\SimpleTexturedOpenGL\src\model_loading.cpp,InitGL(),30,21,19,3,8,7,1,29,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\Assimp\samples\SimpleTexturedOpenGL\SimpleTexturedOpenGL\src\model_loading.cpp,Color4f(const aiColor4D *color),2,2,2,0,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\Assimp\samples\SimpleTexturedOpenGL\SimpleTexturedOpenGL\src\model_loading.cpp,"set_float4(float f[4], float a, float b, float c, float d)",5,5,5,0,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\Assimp\samples\SimpleTexturedOpenGL\SimpleTexturedOpenGL\src\model_loading.cpp,"color4_to_float4(const aiColor4D *c, float f[4])",5,5,5,0,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\Assimp\samples\SimpleTexturedOpenGL\SimpleTexturedOpenGL\src\model_loading.cpp,apply_material(const aiMaterial *mtl),68,57,45,8,10,2,1,9,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\Assimp\samples\SimpleTexturedOpenGL\SimpleTexturedOpenGL\src\model_loading.cpp,"recursive_render(const struct aiScene *sc, const struct aiNode* nd, float scale)",84,60,39,10,21,4,3,26,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\Assimp\samples\SimpleTexturedOpenGL\SimpleTexturedOpenGL\src\model_loading.cpp,drawAiScene(const aiScene* scene),5,3,3,0,2,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\Assimp\samples\SimpleTexturedOpenGL\SimpleTexturedOpenGL\src\model_loading.cpp,DrawGLScene(),20,10,10,1,8,4,2,21,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\Assimp\samples\SimpleTexturedOpenGL\SimpleTexturedOpenGL\src\model_loading.cpp,KillGLWindow(),38,33,19,7,5,9,0,58,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\Assimp\samples\SimpleTexturedOpenGL\SimpleTexturedOpenGL\src\model_loading.cpp,abortGLInit(const char* abortMessage),4,4,4,1,0,2,0,6,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\Assimp\samples\SimpleTexturedOpenGL\SimpleTexturedOpenGL\src\model_loading.cpp,"CreateGLWindow(const char* title, int width, int height, int bits, bool fullscreenflag)",161,134,75,22,18,69,9,318,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\Assimp\samples\SimpleTexturedOpenGL\SimpleTexturedOpenGL\src\model_loading.cpp,"WndProc(HWND hWnd, UINT uMsg, WPARAM wParam, LPARAM lParam)",55,47,25,11,7,16,1,70,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\Assimp\samples\SimpleTexturedOpenGL\SimpleTexturedOpenGL\src\model_loading.cpp,"WinMain( HINSTANCE hInstance, HINSTANCE hPrevInstance, LPSTR lpCmdLine, int nShowCmd )",91,64,38,14,17,20,10,135,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\builds\vms\ftconfig.h,"FT_MulFix_arm( FT_Int32 a, FT_Int32 b )",15,13,4,1,2,7,0,34,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\builds\vms\ftconfig.h,"FT_MulFix_arm( FT_Int32 a, FT_Int32 b )",16,14,4,1,2,7,0,34,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\builds\vms\ftconfig.h,"FT_MulFix_i386( FT_Int32 a, FT_Int32 b )",18,16,4,1,2,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\builds\vms\ftconfig.h,"FT_MulFix_i386( FT_Int32 a, FT_Int32 b )",19,18,4,1,1,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\builds\vms\ftconfig.h,"FT_MulFix_x86_64( FT_Int32 a, FT_Int32 b )",48,29,11,2,9,0,10,100,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\include\config\ftconfig.h,"FT_MulFix_arm( FT_Int32 a, FT_Int32 b )",15,13,4,1,2,7,0,34,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\include\config\ftconfig.h,"FT_MulFix_arm( FT_Int32 a, FT_Int32 b )",20,18,4,1,2,8,0,38,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\include\config\ftconfig.h,"FT_MulFix_i386( FT_Int32 a, FT_Int32 b )",18,16,4,1,2,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\include\config\ftconfig.h,"FT_MulFix_i386( FT_Int32 a, FT_Int32 b )",19,18,4,1,1,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\include\config\ftconfig.h,"FT_MulFix_x86_64( FT_Int32 a, FT_Int32 b )",48,29,11,2,9,0,10,100,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\include\internal\ftmemory.h,"cplusplus_typeof( T*, void *v )",2,2,2,1,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\include\internal\ftstream.h,FT_MAKE_EMPTY_FIELD( frame_op ),1,1,1,0,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\include\internal\ftstream.h,FT_FRAME_START( size ),1,1,1,0,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\include\internal\ftstream.h,FT_FRAME_SKIP_BYTES( count ),1,1,1,0,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\include\internal\services\svbdf.h,FT_DEFINE_SERVICE( BDF ),3,3,3,0,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\include\internal\services\svcid.h,FT_DEFINE_SERVICE( CID ),4,4,4,0,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\include\internal\services\svgldict.h,FT_DEFINE_SERVICE( GlyphDict ),3,3,3,0,0,1,0,2,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\include\internal\services\svgxval.h,FT_DEFINE_SERVICE( GXvalidate ),2,2,2,0,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\include\internal\services\svgxval.h,FT_DEFINE_SERVICE( CKERNvalidate ),2,2,2,0,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\include\internal\services\svkern.h,FT_DEFINE_SERVICE( Kerning ),2,2,2,0,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\include\internal\services\svmm.h,FT_DEFINE_SERVICE( MultiMasters ),6,6,6,0,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\include\internal\services\svotval.h,FT_DEFINE_SERVICE( OTvalidate ),2,2,2,0,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\include\internal\services\svpfr.h,FT_DEFINE_SERVICE( PfrMetrics ),5,4,4,0,1,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\include\internal\services\svpostnm.h,FT_DEFINE_SERVICE( PsFontName ),2,2,2,0,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\include\internal\services\svprop.h,FT_DEFINE_SERVICE( Properties ),3,3,3,0,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\include\internal\services\svpscmap.h,FT_DEFINE_SERVICE( PsCMaps ),11,9,9,0,2,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\include\internal\services\svpsinfo.h,FT_DEFINE_SERVICE( PsInfo ),6,6,6,0,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\include\internal\services\svsfnt.h,FT_DEFINE_SERVICE( SFNT_Table ),4,4,4,0,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\include\internal\services\svttcmap.h,FT_DEFINE_SERVICE( TTCMaps ),2,2,2,0,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\include\internal\services\svtteng.h,FT_DEFINE_SERVICE( TrueTypeEngine ),2,2,2,0,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\include\internal\services\svttglyf.h,FT_DEFINE_SERVICE( TTGlyf ),2,2,2,0,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\include\internal\services\svwinfnt.h,FT_DEFINE_SERVICE( WinFnt ),2,2,2,0,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\src\autofit\aftypes.h,"AF_UNIRANGE_REC( a, b )",1,1,1,0,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\src\gxvalid\gxvcommn.h,GXV_SET_ERR_IF_PARANOID( err ),1,1,1,0,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\src\gzip\infutil.h,NEEDBITS(j),1,1,2,0,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\src\gzip\infutil.h,DUMPBITS(j),1,1,1,0,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\src\gzip\infutil.h,OUTBYTE(a),1,1,1,0,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\src\gzip\zutil.h,"Assert(cond,msg)",1,1,1,0,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\src\gzip\zutil.h,Trace(x),1,1,1,0,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\src\gzip\zutil.h,Tracev(x),1,1,1,0,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\src\gzip\zutil.h,Tracevv(x),1,1,1,0,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\src\gzip\zutil.h,"Tracec(c,x)",1,1,1,0,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\src\gzip\zutil.h,"Tracecv(c,x)",1,1,1,0,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\src\gzip\zutil.h,"TRY_FREE(s, p)",1,1,1,0,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\src\psnames\pstables.h,"ft_get_adobe_glyph_index( const char* name, const char* limit )",87,68,44,14,18,0,1,7,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\src\raster\ftmisc.h,"FT_MulDiv( FT_Long a, FT_Long b, FT_Long c )",14,10,9,4,4,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\src\raster\ftmisc.h,"FT_MulDiv_No_Round( FT_Long a, FT_Long b, FT_Long c )",14,10,9,4,4,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Dist\x32\FreeImage.h,FI_STRUCT(FIBITMAP),1,1,1,0,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Dist\x32\FreeImage.h,FI_STRUCT(FIMULTIBITMAP),1,1,1,0,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Dist\x32\FreeImage.h,FI_STRUCT(FIICCPROFILE),4,4,4,0,0,3,0,20,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Dist\x32\FreeImage.h,FI_ENUM(FREE_IMAGE_FORMAT),40,40,1,0,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Dist\x32\FreeImage.h,FI_ENUM(FREE_IMAGE_TYPE),14,14,1,0,0,13,0,112,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Dist\x32\FreeImage.h,FI_ENUM(FREE_IMAGE_COLOR_TYPE),7,7,1,0,0,6,0,29,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Dist\x32\FreeImage.h,FI_ENUM(FREE_IMAGE_QUANTIZE),4,4,1,0,0,3,0,22,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Dist\x32\FreeImage.h,FI_ENUM(FREE_IMAGE_DITHER),8,8,1,0,0,7,0,66,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Dist\x32\FreeImage.h,FI_ENUM(FREE_IMAGE_JPEG_OPERATION),9,9,1,0,0,8,0,32,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Dist\x32\FreeImage.h,FI_ENUM(FREE_IMAGE_TMO),4,4,1,0,0,3,0,28,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Dist\x32\FreeImage.h,FI_ENUM(FREE_IMAGE_FILTER),7,7,1,0,0,6,0,32,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Dist\x32\FreeImage.h,FI_ENUM(FREE_IMAGE_COLOR_CHANNEL),11,11,1,0,0,10,0,49,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Dist\x32\FreeImage.h,FI_ENUM(FREE_IMAGE_MDTYPE),19,19,1,0,0,18,0,76,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Dist\x32\FreeImage.h,FI_ENUM(FREE_IMAGE_MDMODEL),14,14,1,0,0,12,0,54,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Dist\x32\FreeImage.h,FI_STRUCT(FIMETADATA),1,1,1,0,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Dist\x32\FreeImage.h,FI_STRUCT(FITAG),1,1,1,0,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Dist\x32\FreeImage.h,FI_STRUCT(FreeImageIO),5,5,5,0,0,4,0,37,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Dist\x32\FreeImage.h,FI_STRUCT(FIMEMORY),1,1,1,0,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Dist\x32\FreeImage.h,FI_STRUCT(Plugin),17,17,17,0,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Dist\x64\FreeImage.h,FI_STRUCT(FIBITMAP),1,1,1,0,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Dist\x64\FreeImage.h,FI_STRUCT(FIMULTIBITMAP),1,1,1,0,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Dist\x64\FreeImage.h,FI_STRUCT(FIICCPROFILE),4,4,4,0,0,3,0,20,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Dist\x64\FreeImage.h,FI_ENUM(FREE_IMAGE_FORMAT),40,40,1,0,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Dist\x64\FreeImage.h,FI_ENUM(FREE_IMAGE_TYPE),14,14,1,0,0,13,0,112,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Dist\x64\FreeImage.h,FI_ENUM(FREE_IMAGE_COLOR_TYPE),7,7,1,0,0,6,0,29,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Dist\x64\FreeImage.h,FI_ENUM(FREE_IMAGE_QUANTIZE),4,4,1,0,0,3,0,22,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Dist\x64\FreeImage.h,FI_ENUM(FREE_IMAGE_DITHER),8,8,1,0,0,7,0,66,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Dist\x64\FreeImage.h,FI_ENUM(FREE_IMAGE_JPEG_OPERATION),9,9,1,0,0,8,0,32,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Dist\x64\FreeImage.h,FI_ENUM(FREE_IMAGE_TMO),4,4,1,0,0,3,0,28,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Dist\x64\FreeImage.h,FI_ENUM(FREE_IMAGE_FILTER),7,7,1,0,0,6,0,32,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Dist\x64\FreeImage.h,FI_ENUM(FREE_IMAGE_COLOR_CHANNEL),11,11,1,0,0,10,0,49,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Dist\x64\FreeImage.h,FI_ENUM(FREE_IMAGE_MDTYPE),19,19,1,0,0,18,0,76,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Dist\x64\FreeImage.h,FI_ENUM(FREE_IMAGE_MDMODEL),14,14,1,0,0,12,0,54,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Dist\x64\FreeImage.h,FI_STRUCT(FIMETADATA),1,1,1,0,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Dist\x64\FreeImage.h,FI_STRUCT(FITAG),1,1,1,0,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Dist\x64\FreeImage.h,FI_STRUCT(FreeImageIO),5,5,5,0,0,4,0,37,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Dist\x64\FreeImage.h,FI_STRUCT(FIMEMORY),1,1,1,0,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Dist\x64\FreeImage.h,FI_STRUCT(Plugin),17,17,17,0,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Examples\Generic\BatchLoad.cpp,"GenericLoader(const char* lpszPathName, int flag)",19,11,9,4,1,0,7,52,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Examples\Generic\BatchLoad.cpp,"GenericWriter(FIBITMAP* dib, const char* lpszPathName, int flag)",18,13,10,4,1,0,4,35,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Examples\Generic\BatchLoad.cpp,"FreeImageErrorHandler(FREE_IMAGE_FORMAT fif, const char *message)",7,7,6,1,0,0,0,0,
